source	interaction	target
AKT3	-1	NCOR1
AKT2	-1	NCOR1
AKT1	-1	MAP3K11
ATM	-1	PPP1R2
ADRB2	1	GNAQ
CDK11A	1	CDK11B
ATM	1	SMAD1
APH1A	1	PSENEN
HCK	1	ADAM15
APH1B	1	PSEN1
CDK7	-1	AR
DVL3	1	CSNK1E
GNGT1	1	PIK3CG
APH1B	1	PSENEN
CALM3	1	PPP3CB
ERBB3	1	PIK3CA
CALM3	1	PPP3CA
CSNK1E	1	TCF3
FAS	1	MAP3K5
AKT2	1	CREB1
AKT3	1	CREB1
BIRC5	1	XIAP
XIAP	0	BIRC5
CAMKK2	1	PRKAA1
MAPK13	-1	PRKD1
ABL1	-1	MYOD1
CDK1	1	CDC27
MAPK1	-1	CDKN1A
MAPK3	-1	CDKN1A
MAPK1	1	SREBF2
MAPK8	1	TP53
CDK5	1	PSEN1
GRB2	1	SOS2
MAPK11	1	TP53
CDK2	-1	SMAD3
DAXX	1	MDM2
CHEK1	1	TP73
CP	-1	SMO
BCOR	1	HDAC5
MAML1	1	CCNC
BDKRB2	1	GNA15
CDC7	1	MCM7
GNA13	1	RHOA
CDC7	1	MCM4
HDAC6	1	SRSF2
ADORA2B	1	GNAZ
AGTR1	1	GNG12
AKT3	1	EP300
CSNK2A1	1	DAXX
CDK2	1	CHEK1
CSNK2A1	1	PRPF3
EDNRA	1	GNA13
PCGF2	-1	UBE2I
MAPK1	1	CAPN2
MAPK14	1	NCOA3
MAPK14	1	PPARGC1A
YWHAG	-1	FOXO3
YWHAB	-1	FOXO3
YWHAH	-1	FOXO3
YWHAZ	-1	FOXO3
YWHAE	-1	FOXO3
MAPK1	-1	RUNX1
MAPK3	1	RUNX1
GOPC	1	BECN1
AURKB	1	PLEKHG6
FGFR3	1	STAT3
CDK5	-1	STMN1
CSNK2A1	0	IGF2R
MIB1	1	DLL4
GRN	-1	TNFRSF1A
GSK3B	-1	MAML1
CDK4	1	FOXM1
CSNK2A1	1	RELA
YWHAG	-1	YAP1
YWHAB	-1	YAP1
YWHAH	-1	YAP1
YWHAZ	-1	YAP1
YWHAE	-1	YAP1
YWHAQ	-1	YAP1
CAMKK1	1	PRKAA1
CAMK2A	-1	ETS2
BCL3	1	HDAC1
BRSK1	-1	CDC25B
BTK	1	GTF2I
ADAM17	1	NOTCH1
CAMK1	-1	HDAC5
CAMK2A	-1	ETS1
APP	1	NAE1
CAMK2G	1	MAP3K7
CAPN2	1	GSK3A
CAPN2	1	GSK3B
CDK2	1	CCNA2
AKT2	-1	STK4
AMOT	-1	WWTR1
AKT3	-1	SMAD3
AKT2	-1	SMAD3
CHUK	-1	FOXA2
AKT1	1	PEA15
AKT3	1	PEA15
AKT2	1	PEA15
ERCC2	1	ERCC3
CHEK2	-1	MDM4
CBLB	1	NCK1
CDK1	-1	EZH2
CSNK1D	1	DVL2
ATM	0	FANCI
FGG	-1	FN1
FGG	-1	VTN
BMX	1	PTK2
CSNK2A1	0	CFTR
AURKA	0	WWC1
CSNK2A2	1	EIF2B5
ATR	-1	CREB1
AURKB	1	ATM
PGR	0	CDK2
CDK2	-1	PGR
CDK1	-1	HMGA1
CDC25A	-1	RAF1
CSNK2A1	-1	MAX
AKT3	-1	CASP9
CDK2	-1	NPM1
CSNK2B	1	CTNNB1
FUS	1	PA2G4
CSNK2A1	-1	PML
FBXW7	-1	DAB2IP
DNER	1	NOTCH1
BTRC	-1	EZH2
CDK9	1	TP53
BCOR	1	HDAC1
CEBPE	1	CEBPG
HIF1AN	-1	NOTCH3
HIF1AN	-1	NOTCH2
HIF1AN	-1	NOTCH1
HIF1AN	-1	NOTCH4
MAPK1	1	SREBF1
MAPK3	1	SREBF1
HDAC5	-1	MEF2A
ADIPOR1	1	APPL1
CDK1	0	TOP2A
BMPR1B	1	SMAD9
CDK1	-1	BORA
AKT3	-1	STK4
ATM	-1	DAXX
CAMK1	-1	NUMB
CDK1	1	SQSTM1
CDK5	1	AR
CSF1R	1	PLCG2
ARRB2	1	KIF3A
AKT2	-1	GSK3A
BNIP2	1	CDC42
FYN	1	CAV1
CAV1	0	FYN
CHEK1	1	CDC7
CSNK2A1	-1	CDC34
ARHGEF1	1	RHOA
CAMK2A	-1	HRH1
ESR1	1	PIK3R2
CREBBP	1	IFNAR2
CDK2	-1	PTHLH
CDK7	-1	E2F1
ADAM17	1	TNF
CSNK1D	-1	YAP1
CSNK1E	-1	WWTR1
CCND1	0	HDAC2
HDAC2	-1	CCND1
CDK1	-1	BCL2
FYN	-1	GRB10
CAMK2A	-1	SMAD2
ABL1	1	LASP1
AXIN2	1	APC
CRK	1	CBL
HDAC5	-1	RUNX2
ADRA2C	1	GNAZ
ABCA1	0	APOA1
APOA1	1	ABCA1
AKT3	-1	CHEK1
AKT2	-1	CHEK1
AKT2	1	MAP3K8
APH1B	1	NCSTN
NCOA1	1	ASXL1
ASXL1	1	NCOA1
AVPR1B	1	GNAQ
BCOR	1	HDAC3
BDKRB2	1	GNA13
BMP1	1	COL5A1
YWHAG	-1	BCL2L11
YWHAB	-1	BCL2L11
YWHAH	-1	BCL2L11
YWHAZ	-1	BCL2L11
YWHAE	-1	BCL2L11
YWHAQ	-1	BCL2L11
AKT1	-1	MAP2K4
CAMK2A	-1	EGFR
CDK7	1	RARA
CDK9	1	NCOA2
ID1	1	AKT1
ID1	1	AKT3
ID1	1	AKT2
AAK1	1	AP2M1
NCOR2	1	BCL6
CTDSPL	1	SMAD3
LPAR1	1	GNA15
LPAR1	1	GNAQ
LPAR3	1	GNA15
SDC4	1	RAC1
AKT3	-1	TBC1D4
AKT2	-1	TBC1D4
COPS5	-1	SMAD4
CDK5	1	CORO1A
ABL1	-1	CDKN1B
MC5R	1	GNAQ
ARHGEF7	-1	CBLC
CDK9	-1	SMAD1
ASXL1	1	RARA
ASXL1	1	RXRA
CDK2	-1	FOXO4
CDK2	-1	FOXO3
CREB1	-1	FOXO1
CREB1	-1	FOXO3
CSNK1A1	-1	FOXO1
CSNK1A1	-1	FOXO4
MSC	-1	TCF3
HES1	-1	NR3C1
MYOD1	1	SMARCD3
NCOA1	1	STAT5B
AURKA	1	FADD
JUN	1	SPI1
FZD7	1	DVL1
FZD2	1	DVL1
FZD10	1	DVL1
FZD4	1	DVL1
FZD5	1	DVL1
FZD9	1	DVL1
FZD6	1	DVL1
FZD8	1	DVL1
FZD1	1	DVL1
FZD7	1	GNAS
FZD2	1	GNAS
FZD10	1	GNAS
FZD4	1	GNAS
FZD5	1	GNAS
FZD9	1	GNAS
FZD3	1	GNAS
FZD6	1	GNAS
FZD8	1	GNAS
FZD1	1	GNAS
MAP3K1	1	STAT3
CDK5	-1	MAPK10
AKT3	-1	ADRB2
AKT2	-1	ADRB2
AKT1	-1	FOXA2
AKT3	-1	FOXA2
AKT2	-1	FOXA2
CBL	-1	PIK3R2
CSNK2A1	-1	NFKBIA
LATS2	1	SNAI1
LATS2	-1	YAP1
LATS2	1	YWHAG
ADIPOQ	1	ADIPOR2
ALK	1	PIK3R3
SRC	1	AREG
IGF1R	1	PDPK1
ABL1	1	CEBPB
AURKA	1	LATS2
GSK3B	-1	EIF4EBP1
AKT1	-1	GATA2
ACE	1	AGT
CDK1	1	KHDRBS1
ABL1	0	SRCIN1
DEF6	1	CDC42
BDKRB1	1	GNA15
HEY1	0	RBPJ
BDKRB2	1	GNAI1
DUSP26	-1	TP53
GDF6	1	BMPR1A
CSNK2A1	1	CD5
TP53	1	NFKB2
CDK1	-1	MAP4
PTPN11	1	HRAS
MAPK1	-1	CEBPA
CDK1	0	PBK
ERBB3	1	PIK3CG
AURKB	-1	HDAC5
CAMK2A	1	CD44
AKT1	1	ESR1
AKT3	1	ESR1
AKT2	1	ESR1
CCNC	-1	NOTCH1
AKT1	1	WNK1
AKT3	1	WNK1
AKT2	1	WNK1
CDK2	1	COIL
YWHAG	-1	MAP3K5
YWHAB	-1	MAP3K5
YWHAH	-1	MAP3K5
YWHAZ	-1	MAP3K5
YWHAE	-1	MAP3K5
YWHAQ	-1	MAP3K5
MAP3K5	0	YWHAQ
HDAC1	1	FLI1
ADAM12	1	SDC4
CDK3	1	ATF1
AKT3	-1	KHSRP
AKT2	-1	KHSRP
AKT1	0	RANBP3
AKT1	1	TP53RK
AKT3	1	TP53RK
AKT2	1	TP53RK
AKT3	1	VIM
AKT2	1	VIM
ATM	1	KHSRP
CAV1	1	HMGA1
CSNK2A1	1	IGFBP3
CSNK2A1	1	HDAC1
IRAK1	1	STAT3
CDH1	1	LRP6
AKT1	-1	STK4
AFDN	1	RIN1
AKT3	-1	GSK3A
AKT3	-1	MAP3K11
AKT2	-1	MAP3K11
AKT1	-1	BCL2L11
APPL1	1	STK11
BTK	0	ITK
ITK	0	BTK
GATA1	1	ZFPM1
CDC14A	-1	MAPK6
CDC14B	-1	MAPK6
ABL1	1	RIN1
RIN1	0	ABL1
CSNK2A1	-1	SLK
RNF111	-1	SKI
MAML1	1	CTNNB1
CTDSP1	1	SMAD3
DAB2IP	-1	STAT3
ATM	1	FANCA
DNAJC3	-1	EIF2AK4
DYRK2	-1	JUN
CCKBR	1	GNA15
ATR	1	CHEK2
EDNRB	1	GNAQ
YWHAG	-1	RASSF1
YWHAB	-1	RASSF1
YWHAH	-1	RASSF1
YWHAZ	-1	RASSF1
YWHAE	-1	RASSF1
YWHAQ	-1	RASSF1
MAP2K4	1	MAPK14
MAPK14	0	MAP2K4
AKT1	-1	PPARGC1A
AKT3	-1	PPARGC1A
AURKB	-1	NDC80
CAMK2B	1	CYLD
CD74	1	CXCR4
ABL1	1	ERCC6
ABL1	1	MYLK
CDK1	1	NME1
AGTR1	1	GNA13
AGTR1	1	GNA15
FLCN	1	RRAGD
ACVR2A	1	ACVR1B
NBN	0	H2AX
H2AX	0	NBN
GALR2	1	GNA15
DDX5	1	AR
GHSR	1	GNAZ
DVL2	1	AXIN1
GSK3B	1	ESR1
GSK3B	-1	MYOCD
TRADD	1	CASP8
CSNK2A1	1	SNAI1
CSNK1E	1	APC
HRH4	1	GNAI1
HTR2A	1	GNAI1
HTR2B	1	GNAZ
COL1A1	1	DDR1
HTRA2	-1	PEA15
CDK1	-1	MCM4
CAMK1	0	KRT18
MAPK3	-1	BAD
CSNK2A1	0	EEF1D
CUL1	-1	CDKN1B
MAPKAPK2	1	SRF
CSNK2A1	1	AKT1
CSNK2A1	1	AKT3
CSNK2A1	1	AKT2
FZD3	1	NLK
CDK9	-1	RCHY1
HSPA1B	1	ENPP1
FYN	1	VAV1
CTDSPL	1	RB1
GSK3A	0	MAF
BTRC	-1	RAP1GAP
CDK6	-1	RBL2
AKT3	-1	RAF1
AKT2	-1	RAF1
DAB2IP	1	GSK3B
FZD2	1	LRP6
CAPN1	1	CDK5R1
CAPN1	1	GSK3A
DYRK2	1	SIAH2
CAPN2	1	CDK5R1
CAPN3	1	GSK3A
DVL1	1	PLCB1
DVL2	1	PLCB1
DVL3	1	PLCB1
RHOA	1	MAPK8
CEBPA	1	USF1
CSNK2A1	-1	SET
AKT3	-1	AR
AKT2	-1	AR
MAPK1	1	BCL2
MAPK3	-1	BCL2
CDK2	0	WEE1
WEE1	-1	CDK2
WLS	1	WNT3A
WNK1	1	OXSR1
WNT3A	1	LRP6
WNT3	1	FZD3
WNT3	1	LRP6
WNT4	1	LRP6
WNT5A	1	LRP6
WNT5A	1	RYK
WNT6	1	FZD3
WNT7A	1	FZD7
WNT7A	1	FZD2
WNT7A	1	FZD10
WNT7A	1	FZD4
WNT7A	1	FZD9
WNT7A	1	FZD3
WNT7A	1	FZD6
WNT7A	1	FZD8
WNT7A	1	FZD1
WWP1	-1	TGFBR1
WWTR1	-1	DVL1
WWTR1	1	MYOD1
WWTR1	1	PAX8
WWTR1	-1	PPARG
WWTR1	1	RUNX2
WWTR1	1	SMAD2
WWTR1	1	SMAD3
XPO1	-1	TP53
XRCC6	0	PRKDC
PRKDC	0	XRCC6
XXYLT1	1	NOTCH3
XXYLT1	1	NOTCH2
XXYLT1	1	NOTCH4
YAP1	1	CTNNB1
YAP1	-1	DVL1
YAP1	-1	RUNX2
YAP1	1	SMAD1
YWHAB	-1	NEFL
YWHAB	-1	SRPK2
YWHAE	-1	CDKN1B
YWHAE	-1	NEFL
YWHAG	-1	NEFL
YWHAH	-1	CDKN1B
YWHAQ	-1	CDC25C
YWHAQ	-1	CDKN1B
YWHAQ	-1	NEFL
YWHAZ	-1	NEFL
YY1	-1	NOTCH1
YY1	-1	NOTCH3
YY1	-1	NOTCH2
YY1	-1	NOTCH4
ZAP70	1	DUSP3
ZAP70	1	MUC1
ZAP70	1	SH2B3
ZC3H12A	1	GATA2
ZC3H12A	1	TAL1
ZFYVE9	1	SMAD3
ZNRF3	-1	FZD2
ZNRF3	-1	LRP6
BECN1	1	USP13
USP13	1	BECN1
USP10	1	TP53
BECN1	1	USP10
USP10	1	BECN1
ADAM9	-1	FGFR2
MMP14	-1	ADAM9
PCNT	1	CDK5RAP2
ITCH	-1	MAVS
TRIM59	-1	ECSIT
ECSIT	1	MAVS
EP300	1	SMAD3
CSNK1E	-1	YAP1
ARAP2	-1	RHOA
ARAP2	-1	RAC1
ARAP2	-1	CDC42
ARHGAP5	-1	RHOA
ARHGAP6	-1	RHOA
ARHGAP8	-1	RHOA
ARHGAP10	-1	RHOA
ARHGAP11A	-1	RHOA
ARHGAP11B	-1	RHOA
ARHGAP11B	-1	CDC42
ARHGAP12	-1	RAC1
ARHGAP15	-1	RAC1
ARHGAP21	-1	RHOA
ARHGAP22	-1	RHOA
ARHGAP22	-1	RAC1
ARHGAP22	-1	CDC42
ARHGAP23	-1	RHOA
ARHGAP23	-1	RAC1
ARHGAP26	-1	RHOA
ARHGAP29	-1	RHOA
ARHGAP31	-1	RHOA
ARHGAP31	-1	RAC1
ARHGAP31	-1	CDC42
ARHGAP33	-1	RAC1
ARHGAP35	-1	RHOA
ARHGAP35	-1	RAC1
ARHGAP39	-1	RAC1
ARHGAP39	-1	CDC42
CHN1	-1	RAC1
CHN2	-1	RAC1
DYNLL1	-1	RHOA
FAM13A	-1	RAC1
FAM13B	-1	RAC1
FAM13B	-1	CDC42
MYO9A	-1	RHOA
MYO9B	-1	RHOA
MYO9B	-1	RAC1
MYO9B	-1	CDC42
RACGAP1	-1	RAC1
SH3BP1	-1	RAC1
SRGAP1	-1	RAC1
SRGAP2	-1	RAC1
SRGAP2	-1	CDC42
SRGAP3	-1	RAC1
STARD8	-1	RHOA
STARD8	-1	CDC42
STARD13	-1	RHOA
ABR	-1	RAC1
BCR	-1	RAC1
AKAP13	1	RHOA
ARHGEF2	1	RHOA
ARHGEF3	1	RHOA
ARHGEF4	1	RHOA
ARHGEF4	1	CDC42
ARHGEF9	1	CDC42
ARHGEF10	1	RHOA
ARHGEF10	1	RAC1
ARHGEF10	1	CDC42
ARHGEF11	1	RHOA
ARHGEF12	1	RHOA
ARHGEF26	1	CDC42
ARHGEF28	1	RHOA
DNMBP	1	CDC42
DOCK3	1	RAC1
DOCK10	1	RAC1
FGD4	1	CDC42
MCF2L	1	RHOA
MCF2L	1	CDC42
NET1	1	RHOA
NGEF	1	RHOA
PLEKHG4	1	CDC42
PLEKHG6	1	RHOA
PLEKHG6	1	RAC1
PREX1	1	RAC1
PREX2	1	RHOA
PREX2	1	CDC42
TIAM2	1	RAC1
TRIO	1	RAC1
VAV1	1	RAC1
VAV2	1	RHOA
VAV3	1	RHOA
FYCO1	1	MAP1LC3B
FYCO1	1	MAP1LC3A
KLC2	1	FYCO1
GCC1	1	ITSN1
EIF2S1	-1	ATF4
PPP1CC	1	EIF2S1
MAS1	-1	AGTR1
MAS1	1	FLNA
FLNA	1	MAP2K7
PRKAR1A	-1	PRKACA
PRKAR1A	-1	PRKACB
PRKAR1B	-1	PRKACA
PRKAR1B	-1	PRKACB
PRKAR2A	-1	PRKACA
PRKAR2A	-1	PRKACB
PRKAR2B	-1	PRKACB
CSNK2A1	-1	G3BP1
CDK5RAP2	1	APP
HIPK1	-1	DAXX
IKBKG	1	RELA
G3BP1	1	G3BP2
G3BP2	1	G3BP1
PRKCD	-1	HDAC5
PRKCQ	1	FOSL1
PRKCD	-1	KRT8
PRKCD	-1	CTNNB1
PRKCD	-1	CXCR4
PRKCD	1	TBL1XR1
PIM2	1	PKM
ABL1	-1	UBE3A
ABL1	1	TP63
RACK1	1	LARP4B
PPP2CA	-1	IRF3
RACK1	1	PPP2CA
MYD88	1	DHX9
MYD88	1	DHX36
IMPDH2	1	AKT1
AKT1	0	IMPDH2
IMPDH2	1	AKT3
IMPDH2	1	AKT2
LARP4B	1	PABPC1
PABPC1	1	EIF4E
NEDD4	-1	KCNH2
VCP	-1	DDX58
KMT2C	1	CD274
ASXL1	-1	PPARG
UBIAD1	-1	HRAS
ZNRF3	-1	FZD4
PIM3	-1	BAD
PIM2	-1	BAD
UFD1	-1	CD4
UHMK1	1	CDKN1B
UHMK1	0	PAM
UHMK1	1	PIMREG
UHMK1	1	SF1
UHMK1	-1	STMN1
CBLB	-1	KIT
ULK2	-1	PRKAA2
USF1	1	ADAM10
USP24	1	DDB2
USP8	1	BACE1
USP8	0	EGFR
USP9X	1	SMAD4
USP9X	1	SMN1/SMN2
UTS2R	1	GNAI1
UTS2R	1	GNAQ
ATF4	1	PPP1R15A
ATF6	1	DDIT3
DDIT3	1	PPP1R15A
PRKCD	-1	RPS6KB2
UTS2R	1	GNAZ
ZNRF3	-1	FZD5
ABI1	1	CBL
ABL1	1	ATR
ABL1	1	DDX5
ABL2	1	LGALS3
ACP1	-1	PDGFRB
ADORA1	1	GNAI1
ADORA3	1	GNAI1
ADRA1B	1	GNAQ
ADRA1D	1	GNAQ
AGTR1	1	GNAI1
AKT1	-1	EZH2
AKT1	1	GATA1
AKT2	1	CHUK
AKT2	1	EZR
AKT3	1	CHUK
AKT1	1	ATXN1
AKT3	1	ATXN1
AKT2	1	ATXN1
AKT1	-1	BAX
AKT3	-1	BAX
AKT2	-1	BAX
AKT3	-1	BCL2L11
AKT2	-1	BCL2L11
AKT3	1	CDK2
AKT2	0	CDK2
AKT3	-1	GAB2
AKT2	-1	GAB2
AKT3	1	GATA1
AKT2	1	GATA1
AKT3	-1	GATA2
AKT2	-1	GATA2
AKT3	1	MDM4
AKT2	1	MDM4
AKT1	1	PFKFB3
AKT3	1	PFKFB3
AKT2	1	PFKFB3
AKT3	-1	RNF11
AKT2	-1	RNF11
AKT1	1	S1PR1
AKT3	1	S1PR1
AKT2	1	S1PR1
AKT1	-1	SKI
AKT3	-1	SKI
AKT2	-1	SKI
AKT1	-1	TAL1
AKT3	-1	TAL1
AKT2	-1	TAL1
AKT1	-1	YAP1
AKT3	-1	YAP1
AKT2	-1	YAP1
ALK	-1	SFPQ
MAPK12	-1	BCL2
MAPK13	-1	BCL2
MAPK14	-1	BCL2
MAPK11	-1	BCL2
AP2M1	-1	EGFR
APH1A	1	PSEN1
APLNR	1	GNAI1
APOA1	1	APOE
ZNRF3	-1	FZD6
ARRB1	1	KIF3A
ARVCF	1	CDH1
ARVCF	1	CDH5
ATF4	1	DDIT3
ATG4B	1	MAP1LC3C
ATM	1	CHEK1
ATM	1	HIF1A
ATM	1	TAOK1
ATR	-1	MDM2
ATR	1	NBN
ATR	1	PRKDC
AURKA	-1	FAF1
AURKA	1	PARD3
AURKA	-1	PIN1
AURKB	-1	HDAC4
BAD	1	TP53
BBC3	1	BAK1
BBC3	1	BAX
BDKRB1	1	GNAI1
ADAM10	1	EGF
BMPR1A	1	BMPR1B
BMPR1A	1	SMAD1
BMPR1A	1	SMAD5
BORA	1	AURKA
BTK	1	BMX
BTK	1	PLCG2
BTRC	-1	SMAD3
BTRC	-1	SMAD4
C1QBP	1	KRT1
FKBP15	1	ACTB
CAMK1	0	EIF4G3
CAMK2A	-1	NCOR2
CAMK2A	-1	OPRM1
CAMK2A	1	PTK2
EYA1	-1	H2AX
CAMK2A	-1	STMN1
CAMK2B	-1	CTNNB1
CAMK2B	1	PRKAA1
CAMK2B	1	STAT1
CAMK2B	-1	STMN1
CAMK2D	1	CEACAM1
CAMK2D	1	HDAC4
CAMK2G	-1	HDAC5
CAMK4	-1	HDAC4
CAMK4	-1	STMN1
CAMKK2	1	PRKAA2
CAPN1	1	GSK3B
CASP3	-1	BRCA1
CASP3	-1	PTCH1
CASP8AP2	1	NFKB1
CAST	-1	CAPN1
CAST	-1	CAPN2
CAST	-1	CAPN3
CAV1	1	LRP6
LRIG1	1	CBLC
CBLC	-1	LRIG1
CBL	-1	CFLAR
CBL	-1	ERBB2
INSR	1	CBL
CBL	0	INSR
CBL	-1	KIT
CCKAR	1	GNA15
CCNY	1	CDK14
CCR3	1	MAPK1
CCR3	1	MAPK3
CD28	1	PIK3CG
CDC14A	-1	TP53
CDC14B	0	SIRT2
CDC14B	-1	SKP2
CDC42	-1	GSK3B
CDC42	1	USP6
CDH2	1	CDON
CDK1	-1	CASP8
CDK1	1	CDC7
CDK1	-1	EGFR
CDK1	1	FOXM1
FOXM1	0	CDK1
CDK1	-1	FOXO1
CDK1	-1	FOXO4
CDK1	-1	FOXO3
CDK1	1	KRT18
CDK1	1	KRT8
CDK1	1	LATS1
CDK1	-1	MAP2K1
CDK1	1	MCL1
CDK1	-1	MDM4
CDK1	-1	MAP2K2
CDK1	-1	NCOA3
CDK1	-1	NUMA1
CDK1	-1	PPP1CA
CDK1	1	RANGAP1
CDK1	1	RPA2
CDK1	1	RPS3
CDK1	1	RUNX2
CDK1	-1	SIRT2
CDK1	1	SREBF1
CDK1	-1	TP73
CDK20	1	CILK1
CDK2	1	BRCA1
CDK2	-1	CDX2
CDK2	-1	GRK2
CDK2	1	MCM3
CDK2	-1	MCM4
CDK2	0	PTPN2
CDK2	1	RBBP8
CDK2	-1	SIRT2
CDK2	-1	TP73
CDK3	0	CABLES1
CDK3	-1	RB1
CDK4	-1	MYOD1
CDK4	-1	RASSF1
CDK4	-1	RB1
CDK4	-1	RUNX3
CDK5	1	CLOCK
CDK5	1	EZR
CDK5	1	HTRA2
CDK5	-1	NR3C1
CDKN1B	0	CDK1
CDK5	-1	PMAIP1
ESR1	1	PIK3R1
CDK5	1	PTK2
CDK5	1	SRC
CDK5	1	STAT3
CDK5	1	TLN1
CDKN1A	0	CDK6
CDK6	-1	CDKN1A
CDK5	-1	RB1
CDK6	0	CDKN1B
PCSK7	1	ELK4
CDK7	1	CDK4
CSNK2A1	-1	TELO2
CDK8	-1	CCNH
CDK8	-1	NOTCH3
CDK8	-1	NOTCH2
CDK8	-1	NOTCH4
AKT3	1	H3-3A/H3-3B
AKT2	1	H3-3A/H3-3B
MAML1	1	CCNT1
CDK1	-1	GOLGA2
PPP2R1A	1	PPP2CB
CDK1	0	RAP1GAP
CCNB1	0	CDKN1A
CDKN1A	0	CCNB1
CDKN2A	-1	CDK4
CDKN2A	1	ATR
CDKN2B	-1	CDK4
CALM3	1	CAMKK1
CDON	1	ABL1
CDON	1	SPAG9
AKT1	-1	CFLAR
AKT3	-1	CFLAR
AKT2	-1	CFLAR
CDK2	0	RAD9A
TGFBR2	1	EIF3I
EIF3I	0	TGFBR2
AVPR1B	1	GNAI1
BAIAP2	1	WASF1
CDK2	1	UBE2A
F2RL3	1	GNAI1
CFH	-1	CFB
CGB7	1	LHCGR
CHEK1	1	AURKB
CDK1	1	BUB1
CHEK1	1	BLM
PRKAA2	1	MAPK1
PRKAA2	1	MAPK3
CHEK1	1	E2F3
CHEK1	1	H3-3A/H3-3B
CHEK1	-1	MDM4
CHEK1	1	NEK11
CHEK1	-1	NFKB1
CHEK1	0	RASSF1
CHEK1	-1	SYK
CHEK2	1	RB1
SH3GLB1	1	BECN1
AKT2	0	PALLD
CHEK2	1	VHL
MAPK14	1	JUNB
CHN1	1	CDK5R1
CHRM3	1	GNA15
CHRM3	1	GNAI1
CHRM5	1	GNAQ
CHRM5	1	GNAZ
CHUK	-1	FOXO3
CHUK	-1	FOXO1
CHUK	-1	FOXO4
CHUK	1	H3-3A/H3-3B
CHUK	1	IRF7
CHUK	-1	TRAF4
SIRT1	-1	FOXL2
CLIP1	1	DCTN1
CLK2	1	PTPN1
CLK4	-1	ABL1
CLOCK	-1	MAGEL2
VAV2	0	EGFR
AXIN1	-1	SMAD7
AKT3	1	YBX1
AKT2	1	YBX1
CNR2	1	GNAI1
CNR2	1	GNAZ
COPS3	1	SOS1
CRKL	1	MAP4K1
CRK	1	MAP4K1
CRK	1	PTK2
CRTC3	1	BCL3
ZNRF3	-1	FZD8
CSK	-1	ITCH
CSK	1	PTPRC
CSNK1A1L	1	GLI2
CSNK1A1	0	EIF2B5
CSNK1A1	-1	FADD
CSNK1A1	1	LGALS3
CSNK1A1	1	MDM4
PKN1	1	MAP3K20
CSNK1A1	1	SMO
CSNK1A1	-1	YWHAZ
CSNK1D	0	BACE1
CSNK1D	1	KIR3DL1
CSNK1D	-1	LEF1
CSNK1D	1	NCOA3
CSNK1D	-1	WWTR1
CSNK1E	1	AXIN1
CSNK1E	1	BID
CSNK1E	1	DVL2
CSNK1E	-1	EIF4EBP1
CSNK1E	-1	LEF1
CSNK1G2	-1	SMAD3
CSNK2A1	0	ABCF1
YES1	-1	CDK4
CSNK2A1	-1	ARNT
MAPK3	0	EWSR1
CSNK2A1	1	BID
CSNK2A1	1	CAV2
CSNK2A1	-1	CDC25C
CSNK2A1	1	CLIP1
CSNK2A1	-1	DDIT3
CSNK2A1	-1	DDX58
CSNK2A1	-1	EIF4EBP1
CSNK2A1	0	ESR1
CSNK2A1	1	HDAC2
CSNK2A1	1	HDAC3
CSNK2A1	-1	HSP90AB1
CSNK2A1	1	IFI16
CSNK2A1	-1	JUN
CSNK2A1	1	MCM2
CSNK2A1	-1	MME
CSNK2A1	0	MS4A1
CSNK2A1	1	PIAS1
CSNK2A1	1	PTPRC
CSNK2A1	1	RANGAP1
CSNK2A1	0	SMC3
CSNK2A1	1	TERF1
CSNK2A1	1	TLE1
CSNK2A1	1	TP53
CSNK2A1	-1	TTI1
CSNK2A1	1	VDR
CSNK2A1	1	YY1
CSNK2A2	1	BID
CSNK2A2	1	HDAC1
CSNK2A2	1	HDAC2
CSNK2A2	1	HSF1
CSNK2A2	0	MS4A1
CSNK2A2	1	NKX3-1
CSNK2A2	1	PTPRC
CSNK2A2	-1	SET
CSNK2B	0	MME
CSNK2B	1	OCLN
CSNK2B	1	RNF7
CSNK2B	-1	SET
CTBP1	-1	CDH1
CTDSP1	-1	TWIST1
CTDSP2	-1	SMAD2
CTDSP2	1	SMAD3
CTNNA1	-1	YAP1
CTNNA2	-1	YAP1
CTNNB1	-1	SOX2
CTNND1	1	CDH1
CTNND1	1	RAC1
CTNND1	1	VAV2
CTNND2	1	CDH1
PLK1	1	TOP2A
CTNND2	1	CDH2
CTNND2	1	CDH5
CUL1	-1	CTNNB1
CASP9	0	CYCS
CYCS	1	CASP9
CYFIP1	1	NHS
CYSLTR1	1	GNAI1
CYSLTR2	1	GNAZ
AKT1	-1	DAB2IP
DAB2IP	0	AKT1
DAB2IP	-1	AKT3
DAB2IP	-1	AKT2
DAB2IP	-1	AR
DAB2IP	1	ERN1
DAB2IP	1	GATA1
DAB2IP	-1	JAK2
DAB2IP	-1	PIK3CA
DAB2	1	DAB2IP
PTPN12	-1	PTK2
DAPK3	1	TP53
DAXX	-1	AIRE
DDB1	1	E2F1
DEF6	1	RAP1A
DEF6	1	RAP1B
MTOR	-1	DEPTOR
DEPTOR	0	MTOR
DISC1	1	PAFAH1B1
DLL1	1	NOTCH4
DLL1	1	PPP3CB
DLL1	1	PPP3CA
DLL1	1	PPP3CC
DLL3	1	NOTCH3
DLL3	1	NOTCH4
DLL3	1	PPP3CB
DLL3	1	PPP3CA
DLL3	1	PPP3CC
