source	interaction	target
RAD17	1	RAD9A
MAPK8	-1	CTBP1
ABL1	1	YAP1
CDC20	-1	CCNA2
CDC20	1	ANAPC11
E2F3	1	MIR17HG
AURKB	1	RB1
E2F1	1	MIR17HG
MIR17HG	-1	E2F1
E2F1	1	RELA
E2F6	-1	E2F1
E2F1	1	E2F6
E2F1	-1	HSPA5
PLK1	1	BORA
BORA	1	PLK1
BUB1	1	PLK1
AURKA	1	PLK1
PLK1	1	BUB1B
PTPN2	-1	STAT3
STAT3	-1	PTPN2
PTPN2	1	STAT1
PTPN2	-1	KDR
NOS1	1	HDAC2
ABL1	1	PRKCD
PRKCD	-1	PRKDC
TXN	1	NR3C1
DUSP1	1	MAPK14
MAPK14	1	DUSP1
MAPK14	1	FOS
EGFR	1	MAPK14
MAPK14	-1	EGFR
MAPK14	1	USF1
MAPK8	-1	CDC25B
MAPK14	-1	CDC25B
SIRT1	-1	TP53
RPS19BP1	1	SIRT1
NOL3	-1	FADD
NOL3	1	BAX
CSNK2B	1	CHEK1
CDK1	1	CSNK2A1
CSNK2A1	1	CDK1
SRC	1	STAT3
STAT3	1	SRC
CTNNBIP1	-1	CTNNB1
FBXO5	-1	CDC20
JAK1	1	STAT5B
JAK1	1	STAT5A
E2F4	-1	CCNB1
E2F4	-1	CDK1
MYBL2	1	CDK1
HIPK2	1	PML
TP73	1	BBC3
RNF168	1	H2AX
HDAC3	1	H4-16
NCOR2	1	HDAC3
NCOR1	1	HDAC3
HDAC4	1	CDKN1A
HDAC3	1	CDKN1A
AKAP8	1	HDAC3
HDAC3	-1	RELA
CDKN2D	1	CDK6
SP1	1	HDAC4
PSMC3	1	CDKN2A
ATM	1	TERF1
CDKN2C	1	CDK6
RAD17	1	ATM
ATM	1	RAD17
CDKN2D	1	CDK4
MYC	1	CDKN2A
CDKN2A	-1	MYC
CDKN2C	-1	CDK4
ATR	1	TP53
SP1	1	CDKN1A
PSME3	-1	CDKN2A
TP53	1	MDM2
MDM2	-1	TP53
SHC1	-1	FOXO3
APEX1	1	TP53
NBN	1	ATM
ATM	1	NBN
PSME3	-1	NCOA3
TP53	1	CDKN1A
CDKN1A	1	TP53
TP53	1	APAF1
MAPK3	1	SHC1
TP53	1	BAX
BRCA1	1	ATM
ATM	1	BRCA1
TP53	1	ATM
ATM	1	TP53
AR	1	KLK2
KLK3	-1	AR
AR	1	KLK3
TP53	1	GADD45A
E2F1	1	TP73
KDM1A	1	KLK3
CHEK1	-1	CDC25C
CHEK2	-1	CDC25C
TP53	1	MSH2
TP53	1	PCNA
ATM	1	RAD9A
RAD9A	1	ATM
LMO4	-1	BRCA1
BRCA1	1	RBBP8
RBBP8	1	BRCA1
ATM	1	CHEK2
ATM	1	RBBP8
GSK3B	-1	HSF1
GSK3B	1	CREB1
UBE2I	-1	SOX4
SENP3	1	EP300
SUMO1	1	SMAD4
UBE2I	1	SUMO1
FYN	-1	NFE2L2
RELA	1	CREBBP
CREBBP	1	RELA
CREBBP	1	NFE2L2
SUMO1	1	TRAF6
PPP1R1B	-1	PPP1CA
TRAF6	-1	MYB
ABL1	1	RAD51
ZBTB16	1	MYC
SUMO1	1	ZBTB16
CDK2	-1	ZBTB16
CDK5	1	ATM
EP300	1	ZBTB16
CDK5	-1	CDK5R1
CDK5R1	1	CDK5
HUWE1	1	MYC
CDKN2A	1	KAT5
CDKN2A	1	CDK6
AKT1	1	NUAK1
NPM1	1	CDKN2A
CDKN2A	-1	HUWE1
ATR	1	UIMC1
BAZ1B	1	H2AX
PPP1CA	1	RB1
MDM2	-1	HNRNPK
DCLRE1B	1	TERF2
MEN1	-1	DBF4
CTSB	1	BID
GZMB	1	BID
MEN1	1	JUND
ABL1	-1	PAK2
PAK2	1	ABL1
CYCS	1	APAF1
ABL1	1	PRKD1
DTL	-1	KMT5A
ABL1	-1	PLCG1
PLCG1	1	ABL1
ABL1	1	PDGFRB
AKT3	-1	AKT1S1
GNA11	1	PIK3CA
GNRHR	1	GNAS
GNRHR	1	GNA11
ABL1	-1	MDM4
GNRHR	1	GNAI1
ABL1	1	NCOA3
ABL1	1	NFKBIA
GNA11	1	PLCB2
ABL1	1	NCK1
NCK1	1	ABL1
STK38	-1	MAP3K1
PRKCE	1	ADCY5
ABL1	1	JAK2
ABL1	1	MDM2
ABL1	1	ESR1
ABL1	1	RACK1
ABL1	1	EGFR
ABL1	1	DNM2
ABL1	-1	DDB2
ABL2	1	CTTN
AURKB	1	INCENP
INCENP	1	AURKB
ABL1	1	CTTN
AURKA	1	TPX2
TPX2	1	AURKA
PRKCD	1	ELAVL1
ABL1	1	CD19
ABL1	1	CBL
CBL	1	ABL1
ESR1	1	PGR
PGR	1	ESR1
ABL1	1	CAV1
CAV1	1	ABL1
HDAC6	-1	ELAVL1
ABL1	1	CRKL
CRKL	1	ABL1
ABL1	1	CTNNB1
ABL1	1	CTNND1
SRC	1	HNRNPK
CHFR	-1	PLK1
STK4	1	FOXO3
ATM	1	TOPBP1
BIRC5	1	AURKB
AURKB	-1	BIRC5
NEK2	1	CTNNB1
AURKB	1	RACGAP1
AURKB	-1	VIM
NEK2	1	NEK11
AURKB	1	DES
ABL1	1	WASF2
ABL1	1	WASF3
SRC	1	PIK3CA
PIK3CA	1	SRC
ABL1	1	SOS1
ABL1	1	SORBS3
ABL2	1	SORBS2
SORBS2	1	ABL1
ABL1	1	SORBS2
ABL2	1	SIVA1
ABL2	1	RIN1
RIN1	1	ABL2
ABL1	1	SHC1
SHC1	1	ABL1
ABL1	1	ROBO1
TP53	1	TNFRSF10B
ABL1	1	RAD9A
ABL1	1	PXN
PXN	1	ABL1
ABL1	1	RAPGEF1
SMAD2	1	SP1
SP1	1	ADAM17
TP53	1	GDF15
ABL1	1	PTPN6
PTPN6	1	ABL1
PSTPIP1	1	ABL1
ABL1	1	PSTPIP1
TP53	1	TNFRSF10D
AR	1	JUN
SRC	1	AR
CCNE1	1	CDK2
CDK2	-1	CCNE1
GSK3B	-1	CCNE1
PKMYT1	-1	CDK1
ESR1	1	CCND1
CCND1	1	ESR1
ESR1	1	MYC
ESR1	1	GATA3
EGFR	1	STAT5A
EGFR	1	CCND1
EGFR	1	STAT3
ERBB4	1	STAT5A
E2F1	1	MYBL2
EGFR	1	PCNA
EGFR	1	PRKDC
ERBB2	-1	CDK1
ERBB4	1	MDM2
TNFAIP3	-1	TBK1
TRIM25	1	DDX58
TNFAIP3	-1	IKBKE
AKT1	1	TSC1
TGFBR2	1	SMAD2
SMAD2	-1	TGFBR2
TGFBR1	1	SMAD3
SMAD3	-1	TGFBR1
TGFBR1	1	SMAD2
SMAD2	-1	TGFBR1
AKT1	1	SMAD3
TGFBR2	1	SMAD3
SMAD3	-1	TGFBR2
STAT3	1	HSP90AA1
LATS1	1	YAP1
STK3	1	LATS2
HSP90AA1	1	AKT1
HSP90AA1	1	RAF1
RASSF1	1	STK3
STK3	1	LATS1
HSP90AA1	1	MYOD1
SRC	1	CAV1
CAV1	1	SRC
ATM	1	RASSF1
HSP90AA1	1	SRC
EGFR	1	CAV1
CAV1	1	EGFR
ESR1	1	RARA
RARA	1	ESR1
DNAJB1	1	HSF1
HSBP1	-1	HSF1
HDAC6	1	HSP90AA1
HSPB1	1	AKT1
AKT1	-1	HSPB1
HSPB1	-1	NFKBIA
MAPKAPK3	1	HSPB1
MAPK1	1	MAPK14
MAPK14	1	MAPK1
FANCC	-1	EIF2AK2
MAPK14	-1	MAPK3
STAT3	1	HSP90AB1
CEBPB	1	STAT3
ARAF	1	MAP2K2
BRAF	1	MAP2K1
RAF1	1	MAP2K2
BRAF	1	MAP2K2
BRAF	1	MAPK1
MAPK1	-1	BRAF
ARAF	1	MAP2K1
RAF1	1	MAPK1
MAPK1	1	RAF1
RAF1	1	MAPK3
MAPK3	1	RAF1
MAPK1	1	MAP2K2
MAP2K2	1	MAPK1
MAPK3	1	RPS6KA1
RPS6KA1	-1	BAD
STAT5A	1	BCL2L1
BRAF	1	MAPK3
MAPK3	-1	BRAF
UBE2N	1	TRAF2
UBE2N	1	TRAF6
TRAF6	1	UBE2N
TRAF2	1	BIRC3
BIRC3	-1	TRAF2
PRKDC	1	MAPK8
MAPK8	1	SP1
ATM	1	RRM2B
SP1	1	SREBF1
SP1	1	BBC3
ATR	1	SP1
HERC2	1	RNF8
TOPBP1	1	RAD9A
RAD9A	1	TOPBP1
CHEK1	1	FANCL
ATR	1	FANCL
ABL1	1	CASP9
PLK1	1	ECT2
ECT2	1	PLK1
ABL1	1	APBB1
ABL1	1	BCAR1
BCAR1	1	ABL1
PAX5	1	CD19
ABL1	1	BCR
BCR	1	ABL1
CCNB1	1	PLK1
PLK1	1	CCNB1
ABL1	1	CDK5
CSF1	1	CSF1R
SRC	1	ABL2
HCK	1	ABL2
ABL1	1	ABL2
ABL1	1	ABI1
ABI1	1	ABL1
CHEK1	1	FANCE
AKT1	1	TOPBP1
CHEK1	1	FANCD2
ABL1	1	SRC
SRC	1	ABL1
HCK	1	ABL1
IL7R	1	JAK3
JAK3	1	IL7R
PLK1	1	CHEK2
RASSF1	-1	CDC20
AURKA	-1	RASSF1
UBE2I	1	RANGAP1
RANBP2	1	RANGAP1
UBE2I	1	UIMC1
UBE2I	-1	PPARG
MYC	1	MIR17HG
CEBPA	1	ELANE
HERC2	-1	XPA
OTUB1	-1	UBE2N
GATA1	-1	SPI1
SPI1	-1	GATA1
CEBPA	1	SPI1
CSF3	1	CSF3R
CSF2	1	CSF2RA
ATM	1	EIF4EBP1
ATM	1	RPA2
EEF1E1	1	ATR
ATM	-1	CREB1
PPM1D	1	TP53
TP53	1	PPM1D
MET	-1	HGF
HGF	1	MET
MET	1	SHC1
ATM	1	AKT1
PPM1D	-1	CHEK1
CDCA3	-1	WEE1
USP1	1	FANCI
BRCA1	1	GADD45A
RAD52	1	RAD51
RAD51	1	RAD52
AKT1	1	MDM2
DYNLL2	-1	BMF
TP53	1	BTG2
BTG2	-1	CCND1
AKT1	1	GSK3B
GSK3B	1	AKT1
MAPK1	-1	CASP9
AKT1	-1	RAF1
EGFR	1	MAP2K1
ID3	-1	TCF3
TRIM28	1	CDKN1A
BAK1	1	CYCS
BAK1	1	DIABLO
BAX	1	HTRA2
BMF	1	BCL2L2
IKBKE	1	IRF3
RPA1	1	ATRIP
KEAP1	-1	NFE2L2
NFE2L2	-1	KEAP1
CASP3	-1	PARP1
STAT3	1	BCL2L1
MAPK1	1	STAT3
MAPK3	1	STAT3
BAX	1	CYCS
BIRC5	1	CASP3
WRN	1	RAD52
BIRC5	-1	CASP7
ATM	1	TP53BP1
PML	1	TOPBP1
RB1	-1	E2F3
RB1	-1	E2F2
BLM	1	TP53
TNF	1	TNFRSF1B
TNFRSF1B	1	TNF
BAG4	-1	TNFRSF1A
TNFRSF1B	1	TRAF2
TRAF2	-1	TNFRSF1B
BTRC	-1	WEE1
PRKDC	1	WRN
WRN	1	PRKDC
PRKDC	1	H2AX
ERCC5	1	PCNA
INS	1	INSR
EGR1	1	CDKN1A
BAG1	1	BCL2
TP53	1	FBXW7
TP53	1	DUSP5
DUSP5	1	MAPK3
FBXW7	1	CCNE1
TP53	1	PMAIP1
SIX3	1	PAX6
PAX6	1	SIX3
ATR	1	BRCA1
ATR	1	CHEK1
TP53	1	DUSP1
MAP3K4	1	MAP2K6
GADD45B	1	MAP3K4
FOXM1	1	MMP2
XRCC6	-1	BAX
MCPH1	1	E2F1
BAG1	-1	PPP1R15A
MAP3K4	1	MAP2K4
CSNK1A1	1	TP53
CDK2	1	CDC25A
CDC25A	1	CDK2
MYC	1	CDC25A
CASP3	-1	XIAP
XIAP	-1	CASP3
BIRC3	-1	CASP3
XIAP	-1	CASP9
HUS1	1	PCNA
ATF2	1	ATF3
RAD17	1	ATR
ATR	1	RAD17
SEM1	1	BRCA2
UBE2N	1	PCNA
AURKA	1	TP53
TP53	-1	AURKA
TP53BP1	1	TP53
MYC	1	CCND2
E2F1	1	CHEK1
MYC	1	CDK4
NAB1	-1	EGR1
TP53	-1	IER3
TP53	1	RRM2B
RRM2B	1	TP53
TP53	1	TP53INP1
BLM	1	FEN1
EGR1	1	TP53
PALB2	1	BRCA2
H2AX	1	MCPH1
ATR	1	RAD1
TP53	1	BBC3
TP53	1	PIDD1
TP53	1	FAS
H4-16	1	TP53BP1
FAS	1	FADD
FASLG	1	FAS
TNFSF10	1	TNFRSF10D
TNFRSF10D	-1	TNFSF10
TNFRSF10B	1	TNFSF10
TNFSF10	1	TNFRSF10B
TNFSF10	1	TNFRSF10A
TP53	1	DDB2
TP53	1	CCNG1
CCNG1	1	TP53
TNFRSF10B	1	FADD
TNFRSF1A	1	RIPK1
TNFRSF1A	1	TRADD
TRADD	-1	TNFRSF1A
TRADD	1	FADD
TRADD	1	TRAF2
TNF	1	TNFRSF1A
TNFRSF1A	-1	TNF
BIRC2	-1	CASP9
TNFAIP3	1	TRADD
SHH	1	PTCH1
BLVRA	1	PRKCB
INSR	1	IRS1
IRS1	1	INSR
GNL3	1	TP53
RPS6KB1	1	MDM2
PIM1	-1	BAD
PTCH1	1	SMO
CHEK2	1	BRCA1
RBBP8	1	MRE11
RPA1	1	BRIP1
E2F1	1	TOPBP1
TOPBP1	-1	E2F1
MAP2K3	1	MAPK14
DDIT3	1	JUND
UBE2N	1	H2AX
MAP3K5	1	MAP2K3
HSPA1A	-1	APAF1
GADD45A	1	MAPK14
MAPK14	1	GADD45A
BARD1	1	BRCA1
UBE2D3	1	BRCA1
CASP3	1	CASP9
CASP9	1	CASP3
TCL1A	1	AKT1
BMF	-1	BCL2L1
SRC	1	CDC42
SRC	1	HRAS
CDC42	1	MAP3K1
MAP3K1	1	MAP2K4
MAP3K1	1	MAP2K7
BMF	-1	MCL1
BMF	-1	BCL2
MAPK8	-1	BCL2L1
BCL2L11	1	BAX
TRAF3	-1	MAP3K14
XIAP	-1	CASP7
GNRH1	1	GNRHR
KAT5	1	ATM
ERN1	1	MAPK8
GZMB	1	BAD
TYK2	1	STAT1
EP300	1	STAT3
EP300	1	STAT5A
PIAS1	1	STAT1
PIAS3	1	STAT3
RIPK1	1	CASP8
CASP8	-1	RIPK1
JAK1	1	STAT1
MAPK8	1	STAT1
MAPK9	1	STAT1
CDKN1A	-1	CCND3
CDKN1B	-1	CCND3
RAC1	1	STAT3
ITCH	-1	TP63
PIAS3	-1	MITF
FBXW7	-1	AURKA
MAP2K7	1	MAPK8
PRKRA	1	EIF2AK2
CKS1B	1	CDK1
MAPK14	1	DDIT3
CCND2	1	CDK6
CCND3	1	CDK6
USP7	1	TP53
XAF1	-1	XIAP
RCHY1	-1	CDKN1B
CCND3	1	CDK4
CCND1	1	CDK4
TP53BP2	1	TP53
PPP1R13L	-1	TP53
CCND2	1	CDK4
CCND1	1	CDK6
AKT1	-1	BAD
AKT1	-1	CASP9
PDK2	1	AKT1
PDK1	1	AKT1
BBC3	-1	BCL2L1
BBC3	-1	BCL2
CASP12	1	CASP9
MAPK8	1	BAD
AKT1	-1	PTEN
PTEN	-1	AKT1
AKT1	1	CREB1
MAPK8	1	BID
BCL2	-1	PMAIP1
PMAIP1	-1	BCL2
BCL2L1	-1	PMAIP1
PMAIP1	-1	BCL2L1
SH3GLB1	1	BAX
WNT5A	1	ROR2
CDKN2A	-1	MDM2
MDM2	-1	CDKN2A
MARK2	1	DVL3
BRCA1	-1	ABL1
PAK1	1	CTNNB1
CFLAR	-1	CASP8
CDC42	1	PAK1
PAK1	1	CDC42
RAC1	1	PAK1
PAK1	1	RAC1
ATR	1	H2AX
BAX	1	DIABLO
PDK1	1	PAK1
CDK5	-1	PAK1
ERBB2	1	PAK1
CDK2	-1	PAK1
MDM2	1	TP63
TP63	1	MDM2
CHEK2	1	E2F1
E2F1	1	CHEK2
FBXW7	-1	PPARGC1A
FBXW7	-1	JUN
FBXW7	-1	TP63
APAF1	1	CASP9
FADD	1	CASP8
ATM	1	FANCD2
PAK1IP1	1	PAK1
RAC3	1	PAK1
RAC2	1	PAK1
RHOU	1	PAK1
GRB2	1	PAK1
NCK1	1	PAK1
PAK1	1	NCK1
PPM1E	-1	PAK1
PPM1F	-1	PAK1
DAPK1	-1	PIN1
E2F1	1	RPA2
E2F1	1	POLA1
CSNK1A1	1	MDM2
F2R	1	GNA13
ATG3	1	GABARAP
ATG3	1	GABARAPL2
ABRAXAS1	1	BRCA1
PCNA	1	FEN1
ZNF420	-1	TP53
MAPK8	1	H2AX
AXIN1	1	MAP3K1
RET	1	SHC1
GABARAPL1	1	SQSTM1
OTUD5	-1	TRAF3
ING1	1	TP53
MDC1	1	CHEK2
EGFR	1	CBLC
CBLC	-1	EGFR
MAPK13	1	MAPKAPK3
PTTG1	1	TP53
CTNNB1	1	LEF1
LEF1	-1	CTNNB1
ATF2	1	JUN
CDH1	1	CTNNB1
CTNNB1	1	CDH1
MEN1	1	FANCD2
CTNNB1	1	TCF7
CD86	1	CD28
FEN1	1	APEX1
EMSY	-1	BRCA2
ING2	1	TP53
SH2B2	1	CBL
CD28	1	GRB2
WRN	1	FEN1
TGFB1	1	APP
FANCD2	1	BRCA2
MAML1	1	RBPJ
MET	1	GAB1
CD40	1	TRAF3
SMARCA4	1	CTNNB1
BRIP1	1	BRCA1
XPA	1	RPA2
TLE5	-1	RELA
GABARAP	1	ATG7
ATG7	1	GABARAP
ATG7	1	GABARAPL2
GABARAPL2	1	ATG7
DVL1	1	RAC1
RAC1	1	DVL1
ABL1	1	CRK
CRK	1	ABL1
EGFR	1	PLCG1
PLCG1	1	EGFR
GABARAPL2	1	SQSTM1
FKBP1A	-1	MTOR
RPA1	1	WRN
XPA	1	RPA1
SMARCAD1	1	TRIM28
RCOR1	1	REST
CCNA1	1	E2F1
E2F1	1	CCNA1
CARD11	1	BCL10
PINK1	1	PRKN
BRCA2	1	RAD51
MEN1	-1	NFKB1
SH3BP5	-1	BTK
GRB2	1	GAB1
GAB1	1	GRB2
CDC73	1	CTNNB1
MAP1LC3A	1	SQSTM1
AXIN1	1	CTNNB1
EGFR	1	ERBB2
ERBB2	1	EGFR
EGFR	1	ERBB3
MAX	1	MYC
PLK1	-1	TP53BP1
RBPJ	1	NCOR2
NCOR2	-1	RBPJ
ERCC6	1	ERCC5
NBR1	1	GABARAP
DDB2	-1	DDB1
DVL1	-1	AXIN1
TP53	-1	WRN
WRN	1	TP53
SRC	1	RAF1
TAB2	1	NR2C2
SUFU	-1	GLI2
MYC	-1	ZBTB17
ATG7	1	MAP1LC3A
PSEN1	1	CDH1
PSEN1	1	CTNNB1
MEN1	-1	RELA
MAP1LC3A	1	ATG3
ATG3	1	MAP1LC3A
NBR1	1	GABARAPL1
RELA	1	NFKBIB
TGFB1	1	TGFBR2
TGFBR2	-1	TGFB1
TGFB1	1	TGFBR3
TGFBR3	1	TGFB1
TGFB1	1	TGFBR1
TGFBR1	-1	TGFB1
ARNTL	-1	CLOCK
CLOCK	1	ARNTL
RASSF5	1	RASSF1
HRAS	1	RASSF5
GRB2	1	PTK2
PTK2	1	GRB2
CARD18	-1	CARD8
IL1B	1	IL1R1
IL1R1	-1	IL1B
HRAS	1	RASSF1
NTRK1	1	SHC1
CD247	1	ZAP70
LIF	1	LIFR
RBX1	1	CUL1
IKBKG	1	CHUK
IL2RG	-1	IL2
IL2	1	IL2RG
IL13	1	IL13RA1
MAP3K7	1	MAP2K4
MAP3K7	1	IKBKG
VAV1	1	PLCG1
PLCG1	1	VAV1
VAV1	1	GRAP
MAP3K7	1	MAP2K6
PRKCQ	1	MAP3K7
CBL	-1	ZAP70
TGFBR2	1	TRAF6
VAV1	1	RHOA
RHOA	1	VAV1
VAV1	1	CDC42
SOCS1	1	JAK1
MAP3K5	1	MAP2K4
MAP3K5	1	MAP2K7
MAP3K5	1	MAP2K6
HRAS	1	RAF1
PEBP1	1	MAP3K7
TAOK2	1	MAP2K6
DUSP16	1	MAPK8IP1
PTPN6	1	JAK1
VAV1	1	SYK
SYK	1	VAV1
VAV1	1	CBL
CBL	-1	VAV1
TGFB3	1	TGFBR2
TGFBR2	-1	TGFB3
MAPK11	1	MAPKAPK5
BMP2	1	BMPR2
GDF5	1	BMPR2
ACVR2B	1	ACVR1B
NOTCH1	1	CHUK
IL9R	1	JAK1
IFNAR2	1	JAK1
JAK1	1	IL10RA
IL10RA	1	JAK1
PTPN11	1	GAB1
GAB1	1	PTPN11
IL21R	1	JAK1
PTPN6	1	ZAP70
LYN	1	PIK3R1
RARB	1	RXRA
RXRA	1	RARB
NDP	1	FZD4
PRL	1	PRLR
GH1	1	PRLR
GH1	1	GHR
IFNAR1	1	JAK1
TYK2	1	STAT2
JAK1	1	STAT2
IFNAR1	1	TYK2
TYK2	1	IFNAR1
IFNG	1	IFNGR2
IFNGR1	1	JAK1
JAK1	1	IFNGR1
TYK2	1	STAT3
TSLP	1	CRLF2
STAT1	1	IRF9
STAT2	1	IRF9
IRF9	1	STAT2
IKBKB	1	NFKBIA
IKBKB	1	NFKBIB
CHUK	1	NFKBIA
CHUK	1	NFKBIB
PTPN1	1	TYK2
MAPK3	1	SOS1
JAK2	1	PTPN11
PTPN11	1	JAK2
SMAD3	1	ESR1
SMAD3	1	NOTCH1
IL3	1	IL3RA
INS	1	IGF1R
IL12A	1	IL12RB1
DUSP4	1	MAPK1
MAPK3	1	DUSP4
DUSP4	1	MAPK3
MAPK14	1	ATF2
MAPK3	1	ELK1
RPS6KA1	1	FOS
MAPK8	1	ELK1
STAT5A	-1	JAK3
JAK3	1	STAT5A
JAK2	1	IRS1
IRS1	1	JAK2
ATF2	1	MAPK8
MAPK8	1	ATF2
IL6ST	1	JAK2
IFNA1	1	IFNAR1
IFNB1	1	IFNAR1
IFNA1	1	IFNAR2
IFNB1	1	IFNAR2
IL15	1	IL15RA
MAPK14	1	ELK1
MAP3K7	1	MAP2K3
JAK1	1	PTPN11
PTPN11	-1	JAK1
MAP4K1	1	MAP3K11
MAPK8	1	ELK4
MAPK3	1	ELK4
MAPK8	1	DUSP4
DUSP4	1	MAPK8
NOTCH1	1	RBPJ
MAPK14	1	MEF2C
SMAD7	1	TGFBR1
TGFBR1	-1	SMAD7
NRG3	1	ERBB4
NRG1	1	ERBB4
FRZB	1	WNT1
MAPK3	1	SMAD1
SMAD6	1	SMAD1
MEF2C	1	JUN
MAPK7	1	MEF2C
NRAS	1	RAF1
JAK3	1	STAT1
IRS4	1	IGF1R
IGF1R	1	IRS4
MAP3K10	1	MAP2K7
MAPK11	1	RPS6KA5
RPS6KA5	1	MAPK1
MAPK1	1	RPS6KA5
EGFR	1	SHC1
ACVR1	1	SMAD1
ACVRL1	1	SMAD1
MAPK7	1	MEF2A
BMPR1B	1	SMAD5
BMPR1B	1	SMAD1
MAPK3	1	RPS6KA4
PTCH2	1	SMO
SHH	1	PTCH2
IHH	1	PTCH2
RAC1	1	PAK2
PAK2	1	RAC1
MAP2K7	1	MAP3K7
MAP3K7	1	MAP2K7
SMAD6	1	TGFBR1
TGFBR1	1	SMAD6
SMAD7	1	SMAD3
SMAD3	1	SMAD7
SMAD6	1	SMAD3
SMAD7	1	SMAD2
SMAD6	1	SMAD2
MAPK1	1	DUSP6
DUSP6	1	MAPK1
MAPK1	1	DUSP1
DUSP1	1	MAPK1
DUSP8	1	MAPK14
MAPK3	1	DUSP6
DUSP6	1	MAPK3
MAPK14	1	MAPKAPK3
MAPK8	1	DUSP8
DUSP8	1	MAPK8
SHH	1	HHIP
HHIP	1	SHH
STK36	1	SUFU
SUFU	1	STK36
WNT8A	1	FZD7
MAPK1	1	SMAD3
MAPK3	1	SMAD3
MAPK1	1	SMAD2
MAPK3	1	SMAD2
IL12RB1	1	JAK2
AREG	1	EGFR
HBEGF	1	EGFR
NRG4	1	ERBB4
SOCS3	1	JAK1
JAK1	1	SOCS3
ADAM10	1	NOTCH2
TAOK2	1	MAP2K3
ACVR1	1	SMAD5
EGFR	1	CBL
CBL	1	EGFR
BAMBI	1	TGFBR1
SOCS3	1	JAK2
SMAD6	1	ACVR1
MAPK8IP3	1	MAP3K11
MAPK8IP3	1	MAP2K7
PTPN1	1	IRS1
IRS1	-1	PTPN1
OSMR	1	IL6ST
SHOC2	1	KRAS
DLL4	1	NOTCH4
CRLF2	1	JAK2
SMAD4	1	LEF1
SMAD3	1	LEF1
SMAD2	1	LEF1
IFNB1	1	JAK1
SMAD4	1	FOS
JAG1	1	NOTCH2
JAG2	1	NOTCH2
JAG2	1	NOTCH3
DLL3	1	NOTCH1
IL7R	1	CRLF2
APC2	1	AXIN1
WNT5A	1	FZD4
PTPN6	1	JAK3
WNT1	1	LRP6
IL23A	1	IL12RB1
NOTCH1	1	DTX1
DTX1	1	NOTCH1
IL6	1	IL6R
IL6R	1	IL6ST
MAP2K7	1	MAPK10
MAP2K7	1	MAPK9
MAP2K6	1	MAPK12
MAP2K4	1	MAPK10
MAP2K6	1	MAPK14
MAP2K4	1	MAPK9
MAP2K3	1	MAPK11
MAP2K5	1	MAPK7
MAPK7	1	MAP2K5
ZFYVE9	1	SMAD2
CNTF	1	CRLF1
SOCS3	1	STAT5A
LRP5	1	AXIN1
MAP3K2	1	MAP2K4
MAP3K2	1	MAP2K1
FBXW11	1	SMAD3
ACVR1B	1	SMAD2
AXIN1	1	SMAD3
IRAK1	1	TAB1
IRAK1	1	TAB2
IGF1R	1	IRS1
GAS1	1	SHH
NOTCH1	1	LEF1
JAK2	1	STAT5B
SOCS1	1	JAK2
CISH	1	STAT5A
SOCS3	1	PRLR
CISH	1	PRLR
DLL4	1	NOTCH1
MYC	1	SMAD3
AXIN1	1	CSNK1D
CSNK1D	1	AXIN1
MAP3K20	1	MAP2K7
PTPN2	1	JAK1
RPS6KA5	1	CREB1
RPS6KA5	1	ATF1
CTNNB1	1	AXIN2
AXIN2	1	CTNNB1
IRS1	1	PIK3CG
AKT1	1	RPS6KB1
PAK1	1	RAF1
LRP2	1	SHH
PTPRC	1	JAK3
SMAD7	1	ACVRL1
JAK2	1	IL23R
IL23R	1	JAK2
IL23A	1	IL23R
PSEN1	1	NCSTN
NCSTN	1	PSEN1
JAK2	1	IFNGR1
IFNGR1	1	JAK2
IFNAR2	1	TYK2
MAP3K1	1	MAPK3
ZFYVE9	1	TGFBR1
TGFBR1	1	ZFYVE9
DUSP3	1	MAPK1
DUSP3	1	MAPK14
DUSP3	1	MAPK8
SMAD7	1	SMURF1
SMURF1	1	SMAD7
CTNNB1	1	PITX2
MIB1	1	JAG1
ERBB2	1	ERBB3
ADAM10	1	NOTCH3
GRB10	1	NEDD4
NEDD4	1	IGF1R
SKIL	1	SMAD3
SKI	1	SMAD3
SKI	1	SMAD4
SKI	1	SMAD2
DAB2	1	DVL3
HIPK2	1	SKI
JAK3	1	STAT3
IL20RA	1	TYK2
IL22RA1	1	TYK2
IL20RA	1	JAK1
IL22RA1	1	JAK1
SMAD2	1	SMAD4
SMAD3	1	SMAD4
SMAD4	1	SMAD3
FZD4	1	DVL2
IL10RA	1	TYK2
SMAD1	1	SMAD4
PTPN6	1	SOCS1
DISP1	1	SHH
TGFBR1	1	ACVRL1
JAK2	1	STAT1
PIK3CG	1	RAC1
IFNGR2	1	JAK1
CREB1	1	FOXO4
NCSTN	1	APH1A
APH1A	1	NCSTN
LRIG1	1	CBL
EGFR	1	LRIG1
LRIG1	-1	EGFR
PML	1	ZFYVE9
PML	1	SMAD3
PML	1	SMAD2
MAPK3	-1	ARRB1
ARRB1	1	MAPK3
CTNNB1	1	SMAD7
JAK2	1	STAT5A
GSK3B	1	SMO
PTPN1	1	JAK2
PTPN1	1	STAT3
JAK2	1	PTPN6
PTPN6	1	JAK2
LRIG1	1	ERBB3
LRIG1	1	ERBB2
LRIG1	1	ERBB4
LIFR	1	IL6ST
CRIPAK	1	PAK1
IL31	1	OSMR
